,review_profile_name,review_rating,review_title,review_body,review_context,review_link,review_id,Place,Date,sentiment_label,cleaned_review_body,lemma_review_body,forAnalysis,predicted_sentiment,predicted_sentiment_score,predicted_emotions,emotion
85,Debopriya,1,Overheating,"It is a brand new phone and it is overheating a lot during charging, video calls, regular phone use. This is not expected from a brand new phone. My advise to everyone would be please please please don’t buy this product from Amazon/seller. It is much better to buy from the store itself. It is definitely defective or from very old stock. And Amazon is not allowing for a refund for this product as well. No replace/refund - but option is available. It’s just a way to defraud buyers. Not expected at all. Especially from Amazon.",Reviewed in India on 28 November 2023,/gp/customer-reviews/R1A4DW5HUZV3LN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,86,India,28-11-2023,NEGATIVE,brand new phone overheating lot charging video calls regular phone use not expected brand new phone my advise everyone would please please please buy product amazon seller much better buy store definitely defective old stock amazon not allowing for refund for product no replace refund option available way defraud buyers not expected all especially amazon,brand new phone overheat lot charge video call regular phone use not expect brand new phone my advise everyone would please please please buy product amazon seller much well buy store definitely defective old stock amazon not allow for refund for product no replace refund option available way defraud buyer not expect all especially amazon,True,NEGATIVE,0.9985899329185486,"{'anger': 0.9003136157989502, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",anger
86,Devendra Lipane,1,Bad,"The iPhone 13 heats up a lot during charging, and the battery life is not as good as I had hoped. Also, there’s no charger included in the box.",Reviewed in India on 9 April 2024,/gp/customer-reviews/R3KC2A7V1LHZ1M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,87,India,09-04-2024,NEGATIVE,iphone 13 heats lot charging battery life not good hoped also no charger included in box,iphone 13 heat lot charge battery life not good hope also no charger include in box,True,NEGATIVE,0.999447762966156,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.8906384110450745, 'surprise': None}",sadness
87,Dhinesh.S,1,Disappointed from both,"After a long wait for Great indian festival , I ordered a iPhone 13 and received on 13th October,the delivery also horrible. After receiving the product , for one day .I charged phone fully on 90%but it always stop to 30% within 5 hours on low power mode without using any social network application , camera including web browser . the battery information gives report of clearly shows in graph ,usage of phone. but power Downed for few hours after the full charge .then I contacted the Apple team. they suggested to reset the phone and update the latest17 iOS. butI am not satisfied with the solution and then I contacted the Amazon customer care they gave a simple of it .It is a brand warranty . warranty so you should contact the Apple service centre . I paid 48000 for this one. Really I am disappointment with the both seller and brand also",Reviewed in India on 17 October 2023,/gp/customer-reviews/R33VJ7SGCQGHQY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,88,India,17-10-2023,NEGATIVE,after long wait for great indian festival ordered iphone 13 received on 13th october delivery also horrible after receiving product for one day charged phone fully on 90 always stop 30 within 5 hours on low power mode without using any social network application camera including web browser battery information gives report clearly shows in graph usage phone power downed for hours after full charge contacted apple team suggested reset phone update latest17 ios buti not satisfied with solution contacted amazon customer care gave simple brand warranty warranty contact apple service centre paid 48000 for one really disappointment with both seller brand also,after long wait for great indian festival order iphone 13 receive on 13th october delivery also horrible after receive product for one day charge phone fully on 90 always stop 30 within 5 hour on low power mode without use any social network application camera include web browser battery information give report clearly show in graph usage phone power down for hour after full charge contact apple team suggest reset phone update latest17 io buti not satisfied with solution contact amazon customer care give simple brand warranty warranty contact apple service centre pay 48000 for one really disappointment with both seller brand also,True,NEGATIVE,0.9995064735412598,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': 0.8631801009178162, 'surprise': None}",sadness
88,Dhruv s.,4,1 star cut for heating issue,"Its 8 month and battery health is 90%To nullify heating I’ve ordered a cooler with Hit sink technology, works like refrigerator .Otherwise phone is so smooth , my storage is fullStill consistently giving great camera performance",Reviewed in India on 11 July 2024,/gp/customer-reviews/R37L87VK6ST9UF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,89,India,11-07-2024,POSITIVE,8 month battery health 90 nullify heating ve ordered cooler with hit sink technology works like refrigerator otherwise phone smooth my storage fullstill consistently giving great camera performance,8 month battery health 90 nullify heating ve order cooler with hit sink technology work like refrigerator otherwise phone smooth my storage fullstill consistently give great camera performance,True,NEGATIVE,0.99698406457901,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
89,Dinesh,2,Silent mode button not working,Not expected this from Amazon.,Reviewed in India on 10 October 2023,/gp/customer-reviews/RKCU8NLQS4C41/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,90,India,10-10-2023,NEGATIVE,not expected amazon,not expect amazon,True,NEGATIVE,0.9934903383255005,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
90,Dinesh Choudhary,2,Heating problems,"The phone gets hot with heavy usage, and the battery life isn’t great. Plus, there’s no charger in the box, which is quite inconvenient.",Reviewed in India on 9 October 2023,/gp/customer-reviews/RQDIIH18V01N3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,91,India,09-10-2023,NEGATIVE,phone gets hot with heavy usage battery life isn great plus no charger in box quite inconvenient,phone get hot with heavy usage battery life isn great plus no charger in box quite inconvenient,True,NEGATIVE,0.9970386028289795,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
91,EBADUR RAHMAN MAJUMDAR,4,Quality,Nice one,Reviewed in India on 12 August 2024,/gp/customer-reviews/R10HZ6QX4CEG4T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,92,India,12-08-2024,POSITIVE,nice one,nice one,False,POSITIVE,0.9984263181686401,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
92,Eswar,4,good,good,Reviewed in India on 6 May 2024,/gp/customer-reviews/R3EZRLZ2BBO6SH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,93,India,06-05-2024,POSITIVE,good,good,False,POSITIVE,0.9985306262969971,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
93,Examboard,5,Awesome Quality,Nice phone to use,Reviewed in India on 14 July 2024,/gp/customer-reviews/R106JW4V652L1A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,94,India,14-07-2024,POSITIVE,nice phone use,nice phone use,True,POSITIVE,0.9987109899520874,"{'anger': None, 'disgust': None, 'fear': None, 'joy': None, 'neutral': None, 'sadness': None, 'surprise': None}",
94,Faiyaz,4,Amazing Phone 🤍,"Design:The iPhone 13 retains the iconic design of its predecessors, but with some subtle refinements. The overall construction is sleek and elegant, featuring a durable aerospace-grade aluminum frame and ceramic shield front cover for improved durability. The device is available in a range of attractive colors, catering to different aesthetic preferences.Display:One of the most significant upgrades is the stunning Super Retina XDR display, which offers vivid colors, deep blacks, and outstanding brightness. The improved refresh rate provides smoother scrolling and more responsive touch interactions, making it a delight to use for various tasks, from browsing the web to watching videos and playing games.Performance:Powered by the latest A15 Bionic chip, the iPhone 13 delivers exceptional performance across the board. The processing power ensures seamless multitasking, swift app launches, and impressive gaming capabilities. The neural engine's advancements further enhance machine learning tasks, contributing to better efficiency and smarter features.Camera:The iPhone 13's camera system is a standout feature, significantly raising the bar for mobile photography and videography. The dual-camera setup, comprising wide and ultra-wide lenses, captures stunning images with sharp detail, accurate colors, and improved low-light performance. The addition of Cinematic mode for video recording introduces a new level of creativity, allowing users to achieve professional-looking focus transitions and selective focus effects.Battery Life:The iPhone 13 boasts impressive battery life, keeping pace with the demands of modern usage. Whether you're streaming content, navigating with GPS, or engaging in video calls, the device offers extended endurance, reducing the need for frequent recharging. This improvement is a game-changer for users who rely on their smartphones throughout the day.Connectivity:With support for 5G networks, the iPhone 13 ensures faster download and upload speeds, enabling seamless streaming, swift downloads, and lag-free online experiences. The expanded 5G coverage allows users to stay connected in more locations, tapping into the potential of next-generation connectivity.",Reviewed in India on 5 January 2024,/gp/customer-reviews/R24WOSD1X14AHT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,95,India,05-01-2024,POSITIVE,design iphone 13 retains iconic design predecessors with some subtle refinements overall construction sleek elegant featuring durable aerospace grade aluminum frame ceramic shield front cover for improved durability device available in range attractive colors catering different aesthetic preferences display one most significant upgrades stunning super retina xdr display offers vivid colors deep blacks outstanding brightness improved refresh rate provides smoother scrolling responsive touch interactions making delight use for various tasks browsing web watching videos playing games performance powered by latest a15 bionic chip iphone 13 delivers exceptional performance across board processing power ensures seamless multitasking swift app launches impressive gaming capabilities neural engine advancements enhance machine learning tasks contributing better efficiency smarter features camera iphone 13 camera system standout feature significantly raising bar for mobile photography videography dual camera setup comprising wide ultra wide lenses captures stunning images with sharp detail accurate colors improved low light performance addition cinematic mode for video recording introduces new level creativity allowing users achieve professional looking focus transitions selective focus effects battery life iphone 13 boasts impressive battery life keeping pace with demands modern usage whether re streaming content navigating with gps engaging in video calls device offers extended endurance reducing need for frequent recharging improvement game changer for users rely on smartphones throughout day connectivity with support for 5g networks iphone 13 ensures faster download upload speeds enabling seamless streaming swift downloads lag free online experiences expanded 5g coverage allows users stay connected in locations tapping into potential next generation connectivity,design iphone 13 retain iconic design predecessor with some subtle refinement overall construction sleek elegant feature durable aerospace grade aluminum frame ceramic shield front cover for improved durability device available in range attractive color cater different aesthetic preference display one most significant upgrade stun super retina xdr display offer vivid color deep black outstanding brightness improve refresh rate provide smoother scroll responsive touch interaction make delight use for various task browse web watch video play game performance power by late a15 bionic chip iphone 13 deliver exceptional performance across board processing power ensure seamless multitaske swift app launch impressive gaming capability neural engine advancement enhance machine learning task contribute well efficiency smart feature camera iphone 13 camera system standout feature significantly raise bar for mobile photography videography dual camera setup comprise wide ultra wide lense capture stunning image with sharp detail accurate color improve low light performance addition cinematic mode for video recording introduce new level creativity allow user achieve professional look focus transition selective focus effect battery life iphone 13 boast impressive battery life keep pace with demand modern usage whether re streaming content navigate with gps engage in video call device offer extended endurance reduce need for frequent recharging improvement game changer for user rely on smartphone throughout day connectivity with support for 5 g network iphone 13 ensure fast download upload speed enable seamless stream swift download lag free online experience expand 5 g coverage allow user stay connect in location tap into potential next generation connectivity,True,POSITIVE,0.9988817572593689,"{'anger': None, 'disgust': None, 'fear': None, 'joy': 0.7520422339439392, 'neutral': None, 'sadness': None, 'surprise': None}",joy
