review_profile_name,review_rating,review_title,review_body,review_context,review_link,review_id,Place,Date,sentiment_label
Product not delivered,5,Bought this for my LDR BF,"Good quality phone, sadly the relationship didn’t last but the phone will.",Reviewed in India on 15 August 2024,/gp/customer-reviews/R326UJMUMX6EJW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,240,India,15-08-2024,POSITIVE
Punit Reddy,5,Look for great deal,Of course it’s iPhone. But the deal which Amazon give on emi purchase is amazingLook for good deal it’s worth buying from Amazon EMI,Reviewed in India on 26 June 2024,/gp/customer-reviews/R10FVLK7AIUIYW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,241,India,26-06-2024,POSITIVE
Purushothaman,5,Good,Good to use,Reviewed in India on 16 July 2024,/gp/customer-reviews/R9D6SM8IQ8LXC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,242,India,16-07-2024,POSITIVE
r k yadav,5,Excellent,"Excellent. The camera is excellent, the design is beautiful, and the performance is top-notch.",Reviewed in India on 2 August 2024,/gp/customer-reviews/R1MXFPO9UPM0UT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,243,India,02-08-2024,POSITIVE
Rachel,2,Camera quality not good,Not really happy with the camera quality.. doesn’t seem like iPhone pictures .. especially the night pics .. they r really blur,Reviewed in India on 4 June 2024,/gp/customer-reviews/RF29EGZCQZOAZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,244,India,04-06-2024,NEGATIVE
Rahul Moghe,4,So far so good,"Writing this review after using the phone for 5 months.Pros- camera clicks amazing pictures, video recording is the best I've seen in a phone so far compared to my previous phones. Stable videos with no shaking- battery life is good. Lasts an entire day with medium use. I don't game on the phone. Charging is as quick as it is with phones that use USB C.- display is soo good. So bright- built is solid, dropped phone a couple of times once with the cover and once without and not even a scratch.- listening to music and watching videos is a hot cos of how good the speakers r. Crystal clear with the right amount of bass and treble.Cons- phone is a tad heavy and using it for hrs on a stretch can result in pain in the wrist or fingersGot the phone in Diwali sale on discount so bang for buck if u ask me",Reviewed in India on 6 April 2024,/gp/customer-reviews/R32NZKE2ZN5RGD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,245,India,06-04-2024,POSITIVE
Rahul P.,2,iPhone 13 I had purchased,Camera quality is not good,Reviewed in India on 28 April 2024,/gp/customer-reviews/R1BFX5ROQ1DV24/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,246,India,28-04-2024,NEGATIVE
Rahul shivhare,1,iPhone 13,Heating problems… jab bhi phone open karta hu heat karne lagta he … bekaar he ye phone,Reviewed in India on 6 April 2024,/gp/customer-reviews/R1Q73B2F3DDDLE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,247,India,06-04-2024,NEGATIVE
RAJAN,5,Owesome,Camera Quality is owesome,Reviewed in India on 12 July 2024,/gp/customer-reviews/R1CNVK2UNN46TI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,248,India,12-07-2024,POSITIVE
Rajan goyal,5,Good,camera on the is great for capturing all my memories. the performance is powerful. Sometime camera hang,Reviewed in India on 27 August 2024,/gp/customer-reviews/R3W9XTQ35CC65/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,249,India,27-08-2024,POSITIVE
Rajat..89,2,Phone is good but apple is greedy,Had to purchase charger from outsideSo I like to rate it lowBut the phone itself is awesome 💯,Reviewed in India on 1 November 2023,/gp/customer-reviews/R3T2AR1BM4XFLE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,250,India,01-11-2023,NEGATIVE
Ram swaroop,1,My product is worst,"The phone heats up a lot while charging. It's quite uncomfortable to hold, and I’m worried it might affect the battery life.",Reviewed in India on 21 July 2024,/gp/customer-reviews/R3DI2JWBHH0GG7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,251,India,21-07-2024,NEGATIVE
Ramesh Vaduka,2,Worst Camera Quality,Camera quality is too worst. Don't buy this if you want good photos. We can get this quality pictures with 5000 rupees android phone. I am totally disappointed because I expected range of iPhone camera quality but not this.. Waste of money. :-(,Reviewed in India on 12 March 2023,/gp/customer-reviews/R2DFJZSJSZSD6S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,252,India,12-03-2023,NEGATIVE
Ranjit Kumar,5,A gift for my wife,"Step into a world of sophistication with the Apple iPhone 13 128GB in Pink. Radiating elegance, this sleek device combines cutting-edge technology with a stunning design. Its vibrant pink hue adds a touch of personality, standing out in a sea of smartphones. With 128GB of storage, you'll have ample space for all your photos, videos, and apps. The powerful A15 Bionic chip ensures seamless performance, while the advanced camera system captures every moment in breathtaking detail. Elevate your mobile experience with the iPhone 13 Pink and make a statement wherever you go.",Reviewed in India on 21 April 2024,/gp/customer-reviews/R2JPYQA5LTM2A9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,253,India,21-04-2024,POSITIVE
RASHMI NAYAK,4,Don’t think twice if you are an Apple Lover,"I have been using iPhone 13 for more than a month and I must say I am so impressed and in love with it. Seamlessly fast and swift. As it is my first iPhone, it took a time to get acquaintedwith the iOS environment and settings.Although I charge the phone not more than 86% but it last whole day even after rigorous daily use. My screen time lasts 6-7 hours a day which includesMs Teams call, Chatting, YouTube, Surfing random stuffs and BGMI as well.Picture quality is no doubt a killer. I have uploaded a night picture for a sample and I am just speechless. Portrait mode, Video stabilisation, Slow motion are the key feature one would like the most.Everything is awesome but It would have been really good if the price would have been under 45-50 grand bracket . Honestly, I think it is so overrated because of the Brand, public demands, lifestyle and its secured privacy settings. The repair cost is also so expensive that you would have to very careful while handling. I am living a life where my phone is more precious than my purse 🤭. “Purse jaye to jae magar phone ko kuch na ho”You can buy if your employer is paying you enough in WFH. Jobless people don’t think of this now get a job or else get ready for the taunts from your parents or guardian.",Reviewed in India on 13 June 2022,/gp/customer-reviews/R3VVMT1N5FC7FY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,254,India,13-06-2022,POSITIVE
Realme buds air 5,4,Really good phone,"It's an absolute all rounder. I mean you know about apple right, it has never disappointed me this time neither",Reviewed in India on 10 April 2024,/gp/customer-reviews/R123CRJXI0GM8H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,255,India,10-04-2024,POSITIVE
Reddy,1,Don’t buy,Don’t buy any one this is device is getting very high heat,Reviewed in India on 18 June 2024,/gp/customer-reviews/R3RJSIHVAKJ8PX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,256,India,18-06-2024,NEGATIVE
Rishabh Bargala,4,auto restart issue in iphone 13,"overall phone is good but my device got issue, auto restart , had to go service centre and now it is fine but that was not expected , maybe software bug issue but had to visit service centre 3 days for that rest is fine",Reviewed in India on 5 January 2024,/gp/customer-reviews/RP9MJWWRND7PL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,257,India,05-01-2024,POSITIVE
Riteshchess,1,Very Bad phone by apple,"Camera not good, Battery performance is very poor, charging slow, display ok , very Bad experience in operating system.don't buy apple device",Reviewed in India on 14 June 2024,/gp/customer-reviews/R2EPEWORGJ9P1Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,258,India,14-06-2024,NEGATIVE
Riyaz,5,Good,Good,Reviewed in India on 10 August 2024,/gp/customer-reviews/RDMZC4ELTKV5E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,259,India,10-08-2024,POSITIVE
Rocky150986,2,Green Line on Display,"Phone has been good for a while, no complains on the performance. But here's the twist, there is a green vertical line on the display after about 1 year. This is just overnight without the phone having any physical damage or falling. Apple iPlanet care did not even try to physically check on the phone but just said the display has to be changed. Apple customer just opened a case and never even replied back on my complaints about IPlanet care where they did not even bother to check the display and just declared that the display has to be replaced. Someone would never expect a phone which costs around 70k, the display going faulty in just about an year and the apple care and iPlanet care avoid taking ownership of the display issue, its clearly a hardware issue and I have noticed feedback on iPhone 13 from multiple reviews. No doubt iPhone performance wise is the best until you start seeing an issue, the Apple customer care never own issues related to hardware, and anyways their services and parts are extremely costly. Not worthy of buying a device where the hardware goes faulty automatically, probably due to bad quality of displays and the Apple as a company not owning it.I do have a iPhone SE 2nd gen which till date has worked perfectly and no logs, but the service from Apple for the iPhone 13 would make all the new Iphone buyers rething whether you would really risk to buy a phone above 50k and the cutomer care gives you one of the worst experience ever.",Reviewed in India on 29 July 2024,/gp/customer-reviews/RN0TEUKHIMXYC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,260,India,29-07-2024,NEGATIVE
Rohit,4,Good product,Nice,Reviewed in India on 19 April 2024,/gp/customer-reviews/R3KCDBVLVIC4YJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,261,India,19-04-2024,POSITIVE
Rohit,1,Bad sale,They fooled us with the exchange option. I entered the correct imei number of the phone which I want to exchange and when the delivery boy came and checked the exchange option at that exchange option did not worked. He entered the code to verify the exchange but verification failed everytime. We both checked that imei number was correct but verification failed. They fooled us.,Reviewed in India on 8 October 2023,/gp/customer-reviews/R14G45A43IN225/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,262,India,08-10-2023,NEGATIVE
Rohit dubey,1,Charger,"I’m finding that the iPhone 13 gets very hot during extended use, and the battery life is not impressive. It’s quite frustrating for such an expensive phone.",Reviewed in India on 6 May 2024,/gp/customer-reviews/R2CWVFH1R12BPB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,263,India,06-05-2024,NEGATIVE
Rohit Pahadiya,4,Amazing,All is well,Reviewed in India on 13 August 2024,/gp/customer-reviews/R3W3H8N8W705ET/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,264,India,13-08-2024,POSITIVE
Roots Manpower Consultants,2,"Real pain- No back option. Doesn’t support many apps, video screen size is smaller than display",It doesn’t support all your android apps you are using.Back option is mostly absent.Video cannot be played in full screen.,Reviewed in India on 26 January 2023,/gp/customer-reviews/R1BJBSHHVTVLGR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,265,India,26-01-2023,NEGATIVE
rupesh,5,Apple,Name at its best,Reviewed in India on 26 July 2024,/gp/customer-reviews/R2L9R6QB29UT23/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,266,India,26-07-2024,POSITIVE
Rupesh,2,Good if used a fashion/status symbol else useless.,Started to hang in 3months. Do you expect this from a iphone ?. Its not even used by a teenager or male ....,Reviewed in India on 24 November 2022,/gp/customer-reviews/R39JPR6LMKCGOC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,267,India,24-11-2022,NEGATIVE
S.Ch.Momin,5,My favourite 🤩,"I really wanted to get an iPhone and it is my first iPhone but i loved it the sound quality is great and it charges fast, the phone is a bit heavy but it looks classy the display also works well and the camera is the best 🤍🤍",Reviewed in India on 4 September 2024,/gp/customer-reviews/R33TKN32S1HW1S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,268,India,04-09-2024,POSITIVE
Sabith,4,Superb,good,Reviewed in India on 9 May 2024,/gp/customer-reviews/R3QJ6JF9665XD7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,269,India,09-05-2024,POSITIVE
Sachin,5,Nice,design is very attractive and the camera quality is superb,Reviewed in India on 6 August 2024,/gp/customer-reviews/R3AVB97DWCVAZR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,270,India,06-08-2024,POSITIVE
sachin kumar verma,2,Screen froze,Screen froze has accrued in new i phone,Reviewed in India on 15 June 2024,/gp/customer-reviews/R3EM4RZKTZ2WIT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,271,India,15-06-2024,NEGATIVE
sagar,1,Box damaged,"Seal broken. The battery drains so fast on the iPhone 13. It’s not lasting through the day, and I’m constantly looking for a charger.",Reviewed in India on 10 June 2024,/gp/customer-reviews/R2XUDF7TML1U4D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,272,India,10-06-2024,NEGATIVE
sahil lipne,5,Top notch,"If you thinking to buy iphone 13, wait till great indian sale and bbd sale...you will get best discount on it...and in 2024 buy iphone 14...but if your budget id tight buy iphone 13.",Reviewed in India on 20 August 2024,/gp/customer-reviews/R20C7AVR3ZR8ON/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,273,India,20-08-2024,POSITIVE
Sahil Yadav,2,Ok,"Battery performance is not up to mark. The iPhone 13 drains quickly, gets hot with heavy use, and hangs sometimes. Wish it was better for the price",Reviewed in India on 9 November 2023,/gp/customer-reviews/RPYJV50K6RW6R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,274,India,09-11-2023,NEGATIVE
Sakshi,1,Space in side switch,I’m buying iphone 13 but iphone 13 is damage. I first time to switch iphone but literally after buying this iphone most worest feeling i faced it……. Amazon se baat kiya toh unhone bola apple store pe visit kro wo exchange kr dengye…. But apple store are refund it and he said ke one week ke liya chorna hoga repair krnke ke liya…… ab main aase situation main hun ke main bta nhi skte apne family ko because am belong to middle class family.,Reviewed in India on 2 November 2023,/gp/customer-reviews/R13GA12KO0VQTS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,275,India,02-11-2023,NEGATIVE
Salam chalamba,1,scratch on display,found scratches on my new iPhone 13 and I am unable to replace such a hateful Amazon customer support team I have faced today,Reviewed in India on 13 May 2024,/gp/customer-reviews/R1B3MPJ8KBW88U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,276,India,13-05-2024,NEGATIVE
salman khan,1,Don't buy iPhone from Amazon,"I bought an iPhone 13 on October 13,2023 . Unfortunately, I have encountered issues with it heating up and hanging frequently. This appears to be a local model. Overall I'm disappointed with it's performance, and please don't buy iPhone from Amazon ...",Reviewed in India on 29 August 2024,/gp/customer-reviews/R2U9QT9FBLRFKR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,277,India,29-08-2024,NEGATIVE
Sanchay Sarda,5,Review,Does it really need review?,Reviewed in India on 19 July 2024,/gp/customer-reviews/R27H83SKBYSKX1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,278,India,19-07-2024,POSITIVE
Sandeep,4,Over all great product,"Its a great product. Few things I did not like is the size. I would prefer small sized phones. The option was deprecated when I bought.Also I liked the previous control center coming from bottom and not from top corner, while the phone is big",Reviewed in India on 13 December 2023,/gp/customer-reviews/R1DHY9XXI0D2OV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,279,India,13-12-2023,POSITIVE
sangeet,2,Phone dead in just 4 months. Screen blacked out,"Bought on 22 february,And nowadays phone totally dead.Without any damage, phone's screen automatically blacked out in running condition.Bad experience from Amazon and IPhone 🤦🏻‍♂️🤦🏻‍♂️",Reviewed in India on 24 July 2023,/gp/customer-reviews/RSCUZN2LVCI3P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,280,India,24-07-2023,NEGATIVE
sanjay,5,Everything,Fine product and value for money,Reviewed in India on 1 September 2024,/gp/customer-reviews/R2DADU4ND5N608/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,281,India,01-09-2024,POSITIVE
Sanjay,5,Excellent.,Value of money. Very hard and tough. Working normal even after sinking in water two times.,Reviewed in India on 20 July 2024,/gp/customer-reviews/R33D21BTYBDDQ0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,282,India,20-07-2024,POSITIVE
Sanjay,2,Camera osm,"battery poor,build quality ok,battery very poor",Reviewed in India on 9 December 2023,/gp/customer-reviews/R2T4YCVSPOO1FZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,283,India,09-12-2023,NEGATIVE
Sanjay Chouriya,1,Colour is removing,The colour of the iphone is removing from the upper side of the sound botton,Reviewed in India on 15 August 2024,/gp/customer-reviews/RXZ7UOPALQ0JO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,284,India,15-08-2024,NEGATIVE
Sanjay Joel,2,So Cheap About Apple Not Giving Charger!,"I paid 73,000 for a phone but they don't give a charger! Thats so cheap about apple. Apple told that they are not giving charger to cut down on waste. Good decision. If they think everyone has an iphone and compatible charger, then why they need to produce new phones in the first place? To cut down waste and save environment, they can stop producing phone as well, right? So all these corporate giants who talk about environment actually has a different intention. My 2 stars is not for the phone, but for their cheap tactics to cheat people.",Reviewed in India on 5 July 2022,/gp/customer-reviews/R17DSUC9K6LOHL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,285,India,05-07-2022,NEGATIVE
Sanjay Joshi,1,Useless brick,"This is just a brick. Cannot be used for calling or internet access unless you have wifi. This device has serious network issues. My One Plus 9 Pro and Realme 7 shows 100% network bars and internet work fast enought to stream multiple HD videos at the same time (speed test result 45mbps - airtel postpaid). But this apple device shows only 1 bar and sometimes none. You can't do anything other than just looking at phone. I kept 9 pro and iphone 13 at the same place at the same time having airtel postpaid sim card inserted. OnePlus gets full coverage of same network while iPhone gets only 1 bar coverage which cannot be used for anything. When I checked online, found that a lot of people facing same network issue with iPhone 13 series. Seriously, I would not recommend anyone to buy this brick.",Reviewed in India on 1 February 2022,/gp/customer-reviews/R38CJ7G3RM73LO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,286,India,01-02-2022,NEGATIVE
Sanjeev,1,Original Phone or refurbished..?,I think there is some difference in Online Phone and phone purchased from Apple Store.1 side of Seal of the Box was not stick ; seal was not even pealed. Phone is working okay. But some doubt is still there.,Reviewed in India on 25 December 2023,/gp/customer-reviews/R2YAP1K9XTT66Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,287,India,25-12-2023,NEGATIVE
Sarfaraj k.,2,Quality of charging cable not good.,"I don't recommend others to purchase this phone on online offers, they sell you in less price but the quality of accessories they give you with is phone is compromised. Charging get damaged within 6 months from purchase.",Reviewed in India on 17 April 2024,/gp/customer-reviews/RAMEVMNHM3B89/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,288,India,17-04-2024,NEGATIVE
Sarvesh,4,Massive one🌟,Its been more than 3 months since i purchased this during great Indian festival season in oct... quality is impressive... packaging is impressive but only one thing that i give it 4stars that amazon didn't provide open box delivery for this order....🫥 otherwise no issues...,Reviewed in India on 13 January 2024,/gp/customer-reviews/R150T36RIOO52K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,289,India,13-01-2024,POSITIVE
Satendar,1,👎🏻,"I’m not happy with the iPhone 13. It gets hot with heavy usage and sometimes even hangs. For the price, I expected better performance.",Reviewed in India on 25 April 2024,/gp/customer-reviews/R240WB9B0CVX03/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,290,India,25-04-2024,NEGATIVE
Sathish,5,iPhone 13 256GB,"It look so fabulous, I am android user switched to apple. I feel pleasant while using iPhone in hand. I like it very much 😍❤️",Reviewed in India on 16 August 2024,/gp/customer-reviews/R2HJRJW7MRIVNL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,291,India,16-08-2024,POSITIVE
Sejal Mishra,1,Very bad camera n heat,"I never thought that I would receive such a bad iPhone from Amazon when I ordered it online. My iPhone is taking extremely blurry photos and it heats up quickly, within 10 minutes of using Instagram or snap. when I called customer service for a replacement,they refused to exchange it directly. This is the first time I bought an iPhone and I had a hard time saving up for it. I thought the camera would be great, but it is taking very blurry photos and overheating. I bought it for Rs. 60,499 because there was a bigger discount than on Flinkart but now I regret buying it from here because I think the seller sold it to me for a lower price due to their own faulty iPhone 13."" My only request is that you replace my iPhone 13 as soon as possible...Send a message...",Reviewed in India on 2 April 2023,/gp/customer-reviews/R18V66QTUDH847/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,292,India,02-04-2023,NEGATIVE
SGS,1,Very big to handle otherwise fine,Very big to handle otherwise fine. Works like butter,Reviewed in India on 13 May 2024,/gp/customer-reviews/R1J06WGFZJU1K2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,293,India,13-05-2024,NEGATIVE
Shalin Sabu,4,Good,Value for money,Reviewed in India on 21 March 2024,/gp/customer-reviews/ROXAJL6924L0A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,294,India,21-03-2024,POSITIVE
Shamsul Islam,1,Charging problam,"The phone hangs frequently, and the battery life is a letdown. I expected better for the high price I paid for the iPhone 13.",Reviewed in India on 15 May 2024,/gp/customer-reviews/RTUD8IL438JQS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,295,India,15-05-2024,NEGATIVE
shanuayitha,2,Got seal broken mobile all my excitement is gone. Very bad experience from amazon for the 1st time.,"while i receive the box seal is already broken but there is not damage. Delivery of seal broken mobile is very bad that’s why i am giving 2 rating. Tried to contact amazon but no use from the operator, this type of service is not excepted from the Amazon.",Reviewed in India on 14 May 2022,/gp/customer-reviews/R4O6ZO4B7IYHW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,296,India,14-05-2022,NEGATIVE
Shashi B.,2,Mobile heated up quickly after use of some time.,Not working properly kinldy replace the item immediately,Reviewed in India on 21 October 2023,/gp/customer-reviews/RNRYEJZEDL34R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,297,India,21-10-2023,NEGATIVE
shekhar,2,Defective product video calling is very noisy,The phone's video calling is very poor and noisy and call drops in between the conversation. The defect arises later after the return window is closed! Very bad experience 😔,Reviewed in India on 6 September 2024,/gp/customer-reviews/R23ZGSUS1HIL7U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,298,India,06-09-2024,NEGATIVE
Shivam choudhary,2,Issues,I am using this many months so i am facing some minor issues like battery backup and service center very rudely so all over i think wast of time and money here.,Reviewed in India on 23 July 2024,/gp/customer-reviews/RORXRGOO1PED/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,299,India,23-07-2024,NEGATIVE
Shivam mendiratta,2,Disappointed,Not even a month has been completed and the power button got stucked inside it and phone started to get hang dont know whether the seller send a original piece or not,Reviewed in India on 15 April 2022,/gp/customer-reviews/R3SBQKKXFI6SKE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,300,India,15-04-2022,NEGATIVE
shivam raj,2,Best review of iPhone 13,Very bad experience of battery and many more. Performance is not upto the mark. bekar hai bhaiya mai to toot gya ...😐,Reviewed in India on 23 August 2024,/gp/customer-reviews/R1K658EPSQNKHZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,301,India,23-08-2024,NEGATIVE
Shobhan,4,Good,Good,Reviewed in India on 25 April 2024,/gp/customer-reviews/R28YJEJOMST81B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,302,India,25-04-2024,POSITIVE
Shreem Dwivedi,5,Sparky,Trend setter ❤️‍🔥,Reviewed in India on 9 August 2024,/gp/customer-reviews/RWKMTYXK4WCU1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,303,India,09-08-2024,POSITIVE
Shreyank,4,Over price,Not value for money,Reviewed in India on 28 April 2024,/gp/customer-reviews/R2C6X6VE9R0VA2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,304,India,28-04-2024,POSITIVE
Shreyas eshwar,4,Really good,Best offer I got,Reviewed in India on 18 June 2024,/gp/customer-reviews/R26LPIKR3TW347/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,305,India,18-06-2024,POSITIVE
Shriram,4,Best phone,"This phone camera good quality display 4K best but charging time phone heating ,battery life average hai",Reviewed in India on 6 July 2024,/gp/customer-reviews/R11BX6K0D5CEUN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,306,India,06-07-2024,POSITIVE
Shriram,1,Don’t buy it from Amazon,"Now filpcart is offering open box delivery but Amazon just giving so called secure delivery.. the delivery person even not allowed me to see the package is tampered or ok at time of delivery… my friend also have the same experience with Amazon n delivery person. Although I got genuine product, but everybody concerned about right product delivery. Amazon is my first choice when it comes to online shopping, but Amazon should be taken care of that and have to introduce open box delivery.😂😂😂 moreover Amazon offers open box delivery for dishwasher, TVs etc.. where chances are very less to have product issues or missing.. lastly you will get open box delivery for a Tv of 32” purchased @ around 10k but not for a IPhone like products even costing from few thousand to around one n half lack😂😂 still don’t go with Flipkart they are looting customers even after giving open box delivery… many fraud sellers are registered on Flipkart … so if having to much concern directly go to store n purchase there, even at store you can get card discounts n cash back like offers. In worst case you will pay 2 3k more as compared to online shopping but you will surely get original products… choice is yours….👍👍",Reviewed in India on 28 October 2023,/gp/customer-reviews/R7QK0WEU1KHQG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,307,India,28-10-2023,NEGATIVE
Shubham,5,Nice,Very happy with the purchase. The camera quality is fantastic,Reviewed in India on 6 August 2024,/gp/customer-reviews/R2FRWV7D4J6JSC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,308,India,06-08-2024,POSITIVE
SHUBHAM,4,Excellent Camera,"First thing first, checked if the product was original or not. For that, check the following1. If the screen has “True Tone” option.2. Check the Serial Number for “M” letter, indicates its new unit.3. Check if IMEI number of the product is same as mentioned on the box.4. Battery Health should be 100%.Pros:1. Camera is one of the best I have used so far.2. Haptic feedback is very great. I noticed it instantly.3. Battery optimisation is very good. It’s been more than a month and I have never charged it more than 85%. Still I get a days battery easily.4. OS. I have used Android before this. And change in OS was good change as well.Cons:Charge speed is slow. I only charge it when the battery % is around 20%. And it takes 1 to 1.5 hr to charge.Comments:I don’t play any games or do any heavy usage tasks on phone. It’s just daily tasks like social media, YouTube, etc.",Reviewed in India on 29 October 2023,/gp/customer-reviews/R1LC9I6C6TOH9B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,309,India,29-10-2023,POSITIVE
Shubham,1,Hang issues,It hangs to much,Reviewed in India on 27 August 2024,/gp/customer-reviews/R29KUZBMY31UWG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09G9FPGTN,310,India,27-08-2024,NEGATIVE
